teamName,teamId,season_year,playoff_games_played,playoff_runs_scored_mean,playoff_runs_scored_median,playoff_runs_scored_total,playoff_runs_allowed_count,playoff_runs_allowed_mean,playoff_runs_allowed_median,playoff_runs_allowed_total,playoff_L,playoff_T,playoff_W,playoff_opponents,playoff_win_pct,playoff_run_diff_total,playoff_run_diff_mean,regular_season_games_played,regular_season_runs_scored_mean,regular_season_runs_scored_median,regular_season_runs_scored_total,regular_season_runs_allowed_count,regular_season_runs_allowed_mean,regular_season_runs_allowed_median,regular_season_runs_allowed_total,regular_season_L,regular_season_T,regular_season_W,regular_season_opponents,regular_season_win_pct,regular_season_run_diff_total,regular_season_run_diff_mean,home_games_played,home_runs_scored_mean,home_runs_scored_median,home_runs_scored_total,home_runs_allowed_count,home_runs_allowed_mean,home_runs_allowed_median,home_runs_allowed_total,home_L,home_T,home_W,home_opponents,home_win_pct,home_run_diff_total,home_run_diff_mean,away_games_played,away_runs_scored_mean,away_runs_scored_median,away_runs_scored_total,away_runs_allowed_count,away_runs_allowed_mean,away_runs_allowed_median,away_runs_allowed_total,away_L,away_T,away_W,away_opponents,away_win_pct,away_run_diff_total,away_run_diff_mean
Allen Park Inter-City Baptist,408198,2013.0,4,11.0,11.0,44.0,4,1.5,1.5,6.0,1.0,0.0,3.0,"[408200.0, 407727.0, 408199.0, 407623.0]",0.75,38.0,9.5,17.0,6.176470588235294,6.0,105.0,17.0,5.588235294117647,4.0,95.0,8.0,7.0,9.0,"[408222.0, 407811.0, 407619.0, 407619.0, 407710.0, 407818.0, 408067.0, 407781.0, 408067.0, 408038.0, 407811.0, 407811.0, 407818.0, 408154.0, 408154.0, 407623.0, 407623.0, 408056.0, 408056.0, 407781.0, 408211.0, nan, nan, nan]",0.5294117647058824,10.0,0.5882352941176476,10.0,5.4,5.0,54.0,10.0,6.3,4.5,63.0,5.0,6.0,5.0,"[407619.0, 407619.0, 408067.0, 407781.0, 408038.0, 407811.0, 407811.0, 407818.0, 408154.0, 408154.0, 407623.0, 407623.0, 408211.0, nan, nan, nan]",0.5,-9.0,-0.8999999999999995,7.0,7.285714285714286,6.0,51.0,7.0,4.571428571428571,4.0,32.0,3.0,1.0,4.0,"[408222.0, 407811.0, 407710.0, 407818.0, 408067.0, 408056.0, 408056.0, 407781.0]",0.5714285714285714,19.0,2.7142857142857144
Allendale,407963,2013.0,4,3.0,3.5,12.0,4,1.0,1.0,4.0,1.0,0.0,3.0,"[408078.0, 408018.0, 407849.0, 408107.0]",0.75,8.0,2.0,12.0,5.75,5.5,69.0,12.0,5.666666666666667,5.5,68.0,7.0,9.0,5.0,"[408220.0, 408030.0, 407849.0, 407692.0, 407692.0, 407692.0, 408173.0, 408173.0, 407744.0, 408173.0, 407934.0, 407801.0, 404973.0, nan, nan, nan, 408030.0, 407760.0, 407760.0, 407760.0, 408018.0]",0.4166666666666667,1.0,0.08333333333333304,7.0,6.428571428571429,6.0,45.0,7.0,4.571428571428571,4.0,32.0,3.0,6.0,4.0,"[408030.0, 407849.0, 407692.0, 408173.0, 407934.0, 407801.0, 404973.0, nan, nan, nan, 408030.0, 407760.0, 407760.0]",0.5714285714285714,13.0,1.8571428571428577,5.0,4.8,4.0,24.0,5.0,7.2,7.0,36.0,4.0,3.0,1.0,"[408220.0, 407692.0, 407692.0, 408173.0, 408173.0, 407744.0, 407760.0, 408018.0]",0.2,-12.0,-2.4000000000000004
Alma,407718,2013.0,1,0.0,0.0,0.0,1,3.0,3.0,3.0,1.0,0.0,0.0,[408005.0],0.0,-3.0,-3.0,8.0,4.5,4.0,36.0,8.0,2.375,1.0,19.0,3.0,8.0,5.0,"[408182.0, 407627.0, 407893.0, 407893.0, 408185.0, 408194.0, 408194.0, 407861.0, 408069.0, 408069.0, 407847.0, 407806.0, 407964.0, 407776.0, 407776.0, 407905.0]",0.625,17.0,2.125,8.0,4.5,4.0,36.0,8.0,2.375,1.0,19.0,3.0,2.0,5.0,"[408182.0, 407627.0, 408194.0, 408194.0, 408069.0, 408069.0, 407806.0, 407964.0, 407776.0, 407776.0]",0.625,17.0,2.125,0.0,,,0.0,0.0,,,0.0,0.0,6.0,0.0,"[407893.0, 407893.0, 408185.0, 407861.0, 407847.0, 407905.0]",,0.0,
Almont,407923,2013.0,2,1.5,1.5,3.0,2,8.5,8.5,17.0,1.0,0.0,1.0,"[407990.0, 407616.0]",0.5,-14.0,-7.0,4.0,6.5,7.0,26.0,4.0,1.75,0.5,7.0,0.0,12.0,4.0,"[408077.0, 407882.0, 407882.0, 408171.0, 407680.0, 407680.0, 407616.0, 407616.0, 408116.0, 408116.0, 407875.0, 407875.0, 407663.0, 407663.0, 407774.0, 407774.0]",1.0,19.0,4.75,2.0,10.5,10.5,21.0,2.0,3.0,3.0,6.0,0.0,5.0,2.0,"[408077.0, 407882.0, 407882.0, 408116.0, 408116.0, 407774.0, 407774.0]",1.0,15.0,7.5,2.0,2.5,2.5,5.0,2.0,0.5,0.5,1.0,0.0,7.0,2.0,"[408171.0, 407680.0, 407680.0, 407616.0, 407616.0, 407875.0, 407875.0, 407663.0, 407663.0]",1.0,4.0,2.0
Alpena,408192,2013.0,2,8.0,8.0,16.0,2,6.0,6.0,12.0,1.0,0.0,1.0,"[407877.0, 408218.0]",0.5,4.0,2.0,13.0,4.846153846153846,4.0,63.0,13.0,4.3076923076923075,3.0,56.0,7.0,9.0,6.0,"[408164.0, 408164.0, 408020.0, 407713.0, 408182.0, 407778.0, 407778.0, 407793.0, 407793.0, 407663.0, 408164.0, 408182.0, 407798.0, 407798.0, 407698.0, 407869.0, 407772.0, 407743.0, 407743.0, 408218.0, 408218.0, 408182.0]",0.46153846153846156,7.0,0.5384615384615383,7.0,5.714285714285714,5.0,40.0,7.0,4.571428571428571,4.0,32.0,4.0,1.0,3.0,"[408182.0, 407793.0, 407793.0, 407663.0, 408182.0, 407772.0, 408218.0, 408218.0]",0.42857142857142855,8.0,1.1428571428571432,6.0,3.8333333333333335,3.5,23.0,6.0,4.0,3.0,24.0,3.0,8.0,3.0,"[408164.0, 408164.0, 408020.0, 407713.0, 407778.0, 407778.0, 408164.0, 407798.0, 407798.0, 407698.0, 407869.0, 407743.0, 407743.0, 408182.0]",0.5,-1.0,-0.16666666666666652
Ann Arbor Father Gabriel Richard,408195,2013.0,4,10.5,11.0,42.0,4,4.0,4.0,16.0,1.0,0.0,3.0,"[407912.0, 407794.0, 407710.0, 407650.0]",0.75,26.0,6.5,21.0,4.523809523809524,3.0,95.0,21.0,5.476190476190476,4.0,115.0,12.0,14.0,9.0,"[407695.0, 407695.0, 407952.0, 407952.0, 407679.0, 407925.0, 407710.0, 407710.0, 408212.0, 408212.0, 407650.0, 407650.0, 407981.0, 407981.0, 408016.0, 408016.0, 407874.0, 407874.0, 407710.0, 407710.0, 408212.0, 408212.0, 407645.0, 407650.0, 407650.0, 408016.0, 408016.0, 407920.0, 408035.0, 408035.0, 407695.0, 407688.0, 407688.0, 407914.0, 407914.0]",0.42857142857142855,-20.0,-0.9523809523809526,9.0,4.0,2.0,36.0,9.0,4.888888888888889,2.0,44.0,5.0,4.0,4.0,"[407710.0, 407710.0, 408016.0, 408016.0, 407874.0, 407874.0, 408212.0, 408212.0, 407645.0, 407650.0, 407650.0, 407688.0, 407688.0]",0.4444444444444444,-8.0,-0.8888888888888893,12.0,4.916666666666667,4.5,59.0,12.0,5.916666666666667,5.0,71.0,7.0,10.0,5.0,"[407695.0, 407695.0, 407952.0, 407952.0, 407679.0, 407925.0, 408212.0, 408212.0, 407650.0, 407650.0, 407981.0, 407981.0, 407710.0, 407710.0, 408016.0, 408016.0, 407920.0, 408035.0, 408035.0, 407695.0, 407914.0, 407914.0]",0.4166666666666667,-12.0,-1.0
Ann Arbor Greenhills,408067,2013.0,1,1.0,1.0,1.0,1,8.0,8.0,8.0,1.0,0.0,0.0,[407897.0],0.0,-7.0,-7.0,6.0,5.333333333333333,4.5,32.0,6.0,4.5,3.5,27.0,2.0,22.0,4.0,"[408211.0, 407794.0, 407781.0, 408211.0, 408206.0, 408206.0, 407818.0, 687065.0, 687065.0, 408198.0, 408222.0, 408222.0, 408198.0, 407623.0, 407811.0, 407811.0, 407781.0, 408211.0, 407623.0, 407901.0, 407695.0, 407818.0, 407977.0, 408222.0, 408222.0, 408124.0, 407811.0, 407818.0]",0.6666666666666666,5.0,0.833333333333333,3.0,4.666666666666667,3.0,14.0,3.0,4.333333333333333,4.0,13.0,1.0,9.0,2.0,"[407781.0, 687065.0, 687065.0, 408222.0, 408222.0, 408198.0, 407623.0, 408211.0, 407818.0, 408222.0, 408124.0, 407811.0]",0.6666666666666666,1.0,0.3333333333333339,3.0,6.0,6.0,18.0,3.0,4.666666666666667,3.0,14.0,1.0,13.0,2.0,"[408211.0, 407794.0, 408211.0, 408206.0, 408206.0, 407818.0, 408198.0, 407811.0, 407811.0, 407781.0, 407623.0, 407901.0, 407695.0, 407977.0, 408222.0, 407818.0]",0.6666666666666666,4.0,1.333333333333333
Ann Arbor Huron,407678,2013.0,3,2.6666666666666665,3.0,8.0,3,4.0,3.0,12.0,1.0,0.0,2.0,"[407698.0, 407695.0, 407948.0]",0.6666666666666666,-4.0,-1.3333333333333335,20.0,6.55,6.5,131.0,20.0,4.7,4.0,94.0,6.0,8.0,14.0,"[407956.0, 407956.0, 407662.0, 407662.0, 407698.0, 408061.0, 408061.0, 407832.0, 407832.0, 408179.0, 408179.0, 408167.0, 408098.0, 408098.0, 407717.0, 407717.0, 407698.0, 407828.0, 407828.0, 408071.0, 408036.0, 408036.0, 407695.0, 407695.0, 407695.0, 407732.0, 407732.0, 407889.0]",0.7,37.0,1.8499999999999996,8.0,5.625,4.5,45.0,8.0,4.625,4.5,37.0,3.0,6.0,5.0,"[407956.0, 407956.0, 407698.0, 408179.0, 408179.0, 407717.0, 407717.0, 407698.0, 407828.0, 407828.0, 407695.0, 407695.0, 407695.0, 407889.0]",0.625,8.0,1.0,12.0,7.166666666666667,7.5,86.0,12.0,4.75,4.0,57.0,3.0,2.0,9.0,"[407662.0, 407662.0, 408061.0, 408061.0, 407832.0, 407832.0, 408167.0, 408098.0, 408098.0, 408071.0, 408036.0, 408036.0, 407732.0, 407732.0]",0.75,29.0,2.416666666666667
Ann Arbor Pioneer,407828,2013.0,1,1.0,1.0,1.0,1,8.0,8.0,8.0,1.0,0.0,0.0,[407695.0],0.0,-7.0,-7.0,21.0,3.7142857142857144,2.0,78.0,21.0,8.19047619047619,7.0,172.0,17.0,8.0,4.0,"[408057.0, 407872.0, 407803.0, 407803.0, 407606.0, 407606.0, 408098.0, 408098.0, 407803.0, nan, 407717.0, 407717.0, 407695.0, 407695.0, 407832.0, 407832.0, 408127.0, 407948.0, 407662.0, 407662.0, 407805.0, 407698.0, 407698.0, 407678.0, 407678.0, 408031.0, 408031.0, 408071.0, 408071.0]",0.19047619047619047,-94.0,-4.476190476190475,13.0,3.1538461538461537,2.0,41.0,13.0,10.0,8.0,130.0,12.0,4.0,1.0,"[408057.0, 407803.0, 407803.0, 407606.0, 407606.0, 407803.0, nan, 407717.0, 407717.0, 407695.0, 407695.0, 407832.0, 407832.0, 407698.0, 407698.0, 408071.0, 408071.0]",0.07692307692307693,-89.0,-6.846153846153847,8.0,4.625,3.0,37.0,8.0,5.25,5.0,42.0,5.0,4.0,3.0,"[407872.0, 408098.0, 408098.0, 408127.0, 407948.0, 407662.0, 407662.0, 407805.0, 407678.0, 407678.0, 408031.0, 408031.0]",0.375,-5.0,-0.625
Ann Arbor Skyline,407695,2013.0,3,4.0,3.0,12.0,3,1.6666666666666667,1.0,5.0,1.0,0.0,2.0,"[407828.0, 407889.0, 407678.0]",0.6666666666666666,7.0,2.333333333333333,18.0,8.61111111111111,8.5,155.0,18.0,4.111111111111111,2.5,74.0,6.0,19.0,12.0,"[407726.0, 407726.0, 408195.0, 408195.0, 408088.0, 408028.0, 407909.0, 407909.0, 408098.0, 408089.0, 407662.0, 407717.0, 407717.0, 407698.0, 407698.0, 407828.0, 407828.0, 408071.0, 408071.0, 408061.0, 408061.0, 407803.0, 408067.0, 407901.0, 407880.0, 408031.0, 408031.0, 407832.0, 408195.0, 407678.0, 407678.0, 407698.0, 407678.0, 408098.0, 408098.0, 408098.0, 408098.0]",0.6666666666666666,81.0,4.5,10.0,8.4,8.5,84.0,10.0,4.6,4.5,46.0,4.0,12.0,6.0,"[407726.0, 407726.0, 408195.0, 408195.0, 407909.0, 407909.0, 407717.0, 407717.0, 407698.0, 407698.0, 408071.0, 408071.0, 407803.0, 408067.0, 407880.0, 408031.0, 408031.0, 407698.0, 408098.0, 408098.0, 408098.0, 408098.0]",0.6,38.0,3.8000000000000007,8.0,8.875,8.0,71.0,8.0,3.5,2.0,28.0,2.0,7.0,6.0,"[408088.0, 408028.0, 408098.0, 408089.0, 407662.0, 407828.0, 407828.0, 408061.0, 408061.0, 407901.0, 407832.0, 408195.0, 407678.0, 407678.0, 407678.0]",0.75,43.0,5.375
Arenac Eastern,407987,2013.0,3,6.0,4.0,18.0,3,6.0,7.0,18.0,1.0,0.0,2.0,"[408159.0, 408186.0, 408048.0]",0.6666666666666666,0.0,0.0,10.0,4.7,3.0,47.0,10.0,8.5,7.0,85.0,7.0,6.0,2.0,"[407782.0, 407655.0, 408048.0, 407646.0, 407935.0, 407935.0, 408159.0, 408045.0, 408045.0, 407807.0, 407807.0, 407870.0, 407870.0, 407884.0, 407884.0]",0.2,-38.0,-3.8,6.0,6.333333333333333,7.0,38.0,6.0,5.666666666666667,4.5,34.0,4.0,3.0,2.0,"[408048.0, 407646.0, 407935.0, 407935.0, 408159.0, 408045.0, 408045.0, 407884.0, 407884.0]",0.3333333333333333,4.0,0.6666666666666661,4.0,2.25,1.5,9.0,4.0,12.75,14.0,51.0,3.0,3.0,0.0,"[407782.0, 407655.0, 407807.0, 407807.0, 407870.0, 407870.0]",0.0,-42.0,-10.5
Armada,407990,2013.0,1,0.0,0.0,0.0,1,2.0,2.0,2.0,1.0,0.0,0.0,[407923.0],0.0,-2.0,-2.0,8.0,9.625,10.5,77.0,8.0,4.125,3.0,33.0,1.0,12.0,7.0,"[408033.0, 407875.0, 407875.0, 407841.0, 407708.0, 407818.0, 407624.0, 407663.0, 407663.0, 408016.0, 408077.0, 407766.0, 407766.0, 407616.0, 407616.0, 407788.0, 408116.0, 408116.0, 407773.0, 407657.0]",0.875,44.0,5.5,5.0,7.4,6.0,37.0,5.0,4.4,2.0,22.0,1.0,3.0,4.0,"[407841.0, 407708.0, 407818.0, 407624.0, 407663.0, 407663.0, 407616.0, 407616.0]",0.8,15.0,3.0,3.0,13.333333333333334,11.0,40.0,3.0,3.6666666666666665,5.0,11.0,0.0,9.0,3.0,"[408033.0, 407875.0, 407875.0, 408016.0, 408077.0, 407766.0, 407766.0, 407788.0, 408116.0, 408116.0, 407773.0, 407657.0]",1.0,29.0,9.666666666666668
Ashley,408140,2013.0,1,1.0,1.0,1.0,1,16.0,16.0,16.0,1.0,0.0,0.0,[408022.0],0.0,-15.0,-15.0,1.0,0.0,0.0,0.0,1.0,17.0,17.0,17.0,1.0,10.0,0.0,"[408132.0, 407686.0, 407686.0, 407881.0, 407700.0, 408022.0, 407908.0, 407908.0, 408117.0, 408022.0, 408022.0]",0.0,-17.0,-17.0,0.0,,,0.0,0.0,,,0.0,0.0,5.0,0.0,"[408132.0, 407686.0, 407686.0, 407700.0, 407908.0]",,0.0,,1.0,0.0,0.0,0.0,1.0,17.0,17.0,17.0,1.0,5.0,0.0,"[407881.0, 408022.0, 407908.0, 408117.0, 408022.0, 408022.0]",0.0,-17.0,-17.0
