teamName,teamId,team_record_count,playoff_games_played,playoff_W,playoff_L,playoff_runs_scored_total,playoff_runs_allowed_total,regular_season_games_played,regular_season_W,regular_season_L,regular_season_runs_scored_total,regular_season_runs_allowed_total,home_games_played,home_W,home_L,home_runs_scored_total,home_runs_allowed_total,away_games_played,away_W,away_L,away_runs_scored_total,away_runs_allowed_total,playoff_win_pct,regular_season_win_pct,home_win_pct,away_win_pct,playoff_run_diff_total,regular_season_run_diff_total,home_run_diff_total,away_run_diff_total,playoff_run_diff_mean,regular_season_run_diff_mean,home_run_diff_mean,away_run_diff_mean,playoff_run_diff_per_game,regular_season_run_diff_per_game,home_run_diff_per_game,away_run_diff_per_game,playoff_W_per_year,playoff_L_per_year
Farmington,96090,10,16,6.0,10.0,57.0,78.0,195.0,81.0,112.0,993.0,1217.0,77.0,31.0,45.0,377.0,539.0,118.0,50.0,67.0,616.0,678.0,0.375,0.4153846153846154,0.4025974025974026,0.423728813559322,-21.0,-224.0,-162.0,-62.0,-1.3125,-1.1487179487179486,-2.103896103896104,-0.5254237288135594,-1.3125,-1.1487179487179486,-2.103896103896104,-0.5254237288135594,0.6,1.0
Farmington Hills Harrison,96146,5,6,1.0,5.0,19.0,39.0,98.0,41.0,57.0,488.0,514.0,52.0,21.0,31.0,220.0,237.0,46.0,20.0,26.0,268.0,277.0,0.16666666666666666,0.41836734693877553,0.40384615384615385,0.43478260869565216,-20.0,-26.0,-17.0,-9.0,-3.3333333333333335,-0.2653061224489796,-0.3269230769230769,-0.1956521739130435,-3.3333333333333335,-0.2653061224489796,-0.3269230769230769,-0.1956521739130435,0.2,1.0
Farwell,95863,10,13,3.0,10.0,43.0,94.0,128.0,43.0,84.0,588.0,962.0,70.0,25.0,44.0,346.0,530.0,58.0,18.0,40.0,242.0,432.0,0.23076923076923078,0.3359375,0.35714285714285715,0.3103448275862069,-51.0,-374.0,-184.0,-190.0,-3.923076923076923,-2.921875,-2.6285714285714286,-3.2758620689655173,-3.923076923076923,-2.921875,-2.6285714285714286,-3.2758620689655173,0.3,1.0
Felch North Dickinson,2744351,1,1,0.0,1.0,0.0,15.0,8.0,0.0,8.0,19.0,108.0,4.0,0.0,4.0,9.0,54.0,4.0,0.0,4.0,10.0,54.0,0.0,0.0,0.0,0.0,-15.0,-89.0,-45.0,-44.0,-15.0,-11.125,-11.25,-11.0,-15.0,-11.125,-11.25,-11.0,0.0,1.0
Fennville,96069,10,11,1.0,10.0,25.0,86.0,86.0,26.0,60.0,422.0,751.0,46.0,15.0,31.0,238.0,380.0,40.0,11.0,29.0,184.0,371.0,0.09090909090909091,0.3023255813953488,0.32608695652173914,0.275,-61.0,-329.0,-142.0,-187.0,-5.545454545454546,-3.8255813953488373,-3.0869565217391304,-4.675,-5.545454545454546,-3.8255813953488373,-3.0869565217391304,-4.675,0.1,1.0
Fenton,96070,10,18,8.0,10.0,54.0,84.0,136.0,76.0,59.0,805.0,601.0,70.0,41.0,29.0,413.0,311.0,66.0,35.0,30.0,392.0,290.0,0.4444444444444444,0.5588235294117647,0.5857142857142857,0.5303030303030303,-30.0,204.0,102.0,102.0,-1.6666666666666667,1.5,1.457142857142857,1.5454545454545454,-1.6666666666666667,1.5,1.457142857142857,1.5454545454545454,0.8,1.0
Ferndale,95773,9,19,10.0,9.0,97.0,112.0,96.0,38.0,56.0,593.0,803.0,50.0,26.0,24.0,347.0,403.0,46.0,12.0,32.0,246.0,400.0,0.5263157894736842,0.3958333333333333,0.52,0.2608695652173913,-15.0,-210.0,-56.0,-154.0,-0.7894736842105263,-2.1875,-1.12,-3.347826086956522,-0.7894736842105263,-2.1875,-1.12,-3.347826086956522,1.1111111111111112,1.0
Fife Lake Forest Area,96074,10,13,3.0,10.0,42.0,114.0,68.0,14.0,54.0,284.0,721.0,36.0,8.0,28.0,174.0,373.0,32.0,6.0,26.0,110.0,348.0,0.23076923076923078,0.20588235294117646,0.2222222222222222,0.1875,-72.0,-437.0,-199.0,-238.0,-5.538461538461538,-6.426470588235294,-5.527777777777778,-7.4375,-5.538461538461538,-6.426470588235294,-5.527777777777778,-7.4375,0.3,1.0
Flat Rock,96026,10,10,0.0,10.0,28.0,60.0,138.0,54.0,83.0,618.0,879.0,94.0,39.0,55.0,438.0,599.0,44.0,15.0,28.0,180.0,280.0,0.0,0.391304347826087,0.4148936170212766,0.3409090909090909,-32.0,-261.0,-161.0,-100.0,-3.2,-1.891304347826087,-1.7127659574468086,-2.272727272727273,-3.2,-1.891304347826087,-1.7127659574468086,-2.272727272727273,0.0,1.0
Flint Beecher,96006,7,10,3.0,7.0,39.0,99.0,50.0,18.0,32.0,292.0,446.0,28.0,10.0,18.0,165.0,263.0,22.0,8.0,14.0,127.0,183.0,0.3,0.36,0.35714285714285715,0.36363636363636365,-60.0,-154.0,-98.0,-56.0,-6.0,-3.08,-3.5,-2.5454545454545454,-6.0,-3.08,-3.5,-2.5454545454545454,0.42857142857142855,1.0
Flint Carman-Ainsworth,95972,10,11,1.0,10.0,36.0,106.0,122.0,26.0,96.0,395.0,1204.0,58.0,14.0,44.0,185.0,599.0,64.0,12.0,52.0,210.0,605.0,0.09090909090909091,0.21311475409836064,0.2413793103448276,0.1875,-70.0,-809.0,-414.0,-395.0,-6.363636363636363,-6.631147540983607,-7.137931034482759,-6.171875,-6.363636363636363,-6.631147540983607,-7.137931034482759,-6.171875,0.1,1.0
Flint Hamady,95882,9,9,0.0,9.0,8.0,125.0,40.0,0.0,39.0,61.0,535.0,21.0,0.0,21.0,19.0,282.0,19.0,0.0,18.0,42.0,253.0,0.0,0.0,0.0,0.0,-117.0,-474.0,-263.0,-211.0,-13.0,-11.85,-12.523809523809524,-11.105263157894736,-13.0,-11.85,-12.523809523809524,-11.105263157894736,0.0,1.0
Flint Kearsley,96007,10,14,4.0,10.0,42.0,93.0,93.0,40.0,53.0,422.0,478.0,41.0,18.0,23.0,212.0,238.0,52.0,22.0,30.0,210.0,240.0,0.2857142857142857,0.43010752688172044,0.43902439024390244,0.4230769230769231,-51.0,-56.0,-26.0,-30.0,-3.642857142857143,-0.6021505376344086,-0.6341463414634146,-0.5769230769230769,-3.642857142857143,-0.6021505376344086,-0.6341463414634146,-0.5769230769230769,0.4,1.0
Flint Northern,96173,1,1,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-19.0,0.0,0.0,0.0,-19.0,,,,-19.0,,,,0.0,1.0
Flint Northwestern,95941,2,2,0.0,2.0,3.0,33.0,2.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,30.0,0.0,0.0,,0.0,-30.0,-30.0,0.0,-30.0,-15.0,-15.0,,-15.0,-15.0,-15.0,,-15.0,0.0,1.0
Flint Powers Catholic,95821,10,30,20.0,10.0,194.0,101.0,128.0,72.0,53.0,880.0,528.0,59.0,31.0,25.0,390.0,260.0,69.0,41.0,28.0,490.0,268.0,0.6666666666666666,0.5625,0.5254237288135594,0.5942028985507246,93.0,352.0,130.0,222.0,3.1,2.75,2.2033898305084745,3.217391304347826,3.1,2.75,2.2033898305084745,3.217391304347826,2.0,1.0
Flint Southwestern,407965,5,5,0.0,5.0,8.0,64.0,36.0,8.0,28.0,121.0,388.0,21.0,8.0,13.0,99.0,175.0,15.0,0.0,15.0,22.0,213.0,0.0,0.2222222222222222,0.38095238095238093,0.0,-56.0,-267.0,-76.0,-191.0,-11.2,-7.416666666666667,-3.619047619047619,-12.733333333333333,-11.2,-7.416666666666667,-3.619047619047619,-12.733333333333333,0.0,1.0
Flint Southwestern Classical Academy,96054,1,1,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-18.0,0.0,0.0,0.0,-18.0,,,,-18.0,,,,0.0,1.0
Flushing,95804,10,35,25.0,10.0,242.0,93.0,134.0,89.0,45.0,973.0,548.0,71.0,44.0,27.0,497.0,273.0,63.0,45.0,18.0,476.0,275.0,0.7142857142857143,0.664179104477612,0.6197183098591549,0.7142857142857143,149.0,425.0,224.0,201.0,4.257142857142857,3.171641791044776,3.1549295774647885,3.1904761904761907,4.257142857142857,3.171641791044776,3.1549295774647885,3.1904761904761907,2.5,1.0
Fowler,96111,10,30,20.0,10.0,150.0,91.0,179.0,116.0,62.0,1155.0,732.0,90.0,66.0,24.0,669.0,306.0,89.0,50.0,38.0,486.0,426.0,0.6666666666666666,0.6480446927374302,0.7333333333333333,0.5617977528089888,59.0,423.0,363.0,60.0,1.9666666666666666,2.363128491620112,4.033333333333333,0.6741573033707865,1.9666666666666666,2.363128491620112,4.033333333333333,0.6741573033707865,2.0,1.0
Fowlerville,96217,10,25,15.0,10.0,113.0,86.0,198.0,91.0,103.0,1051.0,1035.0,105.0,51.0,51.0,520.0,526.0,93.0,40.0,52.0,531.0,509.0,0.6,0.4595959595959596,0.4857142857142857,0.43010752688172044,27.0,16.0,-6.0,22.0,1.08,0.08080808080808081,-0.05714285714285714,0.23655913978494625,1.08,0.08080808080808081,-0.05714285714285714,0.23655913978494625,1.5,1.0
Frankenmuth,96248,10,22,12.0,10.0,148.0,87.0,124.0,62.0,57.0,727.0,477.0,65.0,35.0,28.0,358.0,261.0,59.0,27.0,29.0,369.0,216.0,0.5454545454545454,0.5,0.5384615384615384,0.4576271186440678,61.0,250.0,97.0,153.0,2.772727272727273,2.0161290322580645,1.4923076923076923,2.593220338983051,2.772727272727273,2.0161290322580645,1.4923076923076923,2.593220338983051,1.2,1.0
Frankfort,96235,10,27,17.0,10.0,194.0,80.0,163.0,123.0,38.0,1214.0,541.0,93.0,68.0,24.0,638.0,334.0,70.0,55.0,14.0,576.0,207.0,0.6296296296296297,0.754601226993865,0.7311827956989247,0.7857142857142857,114.0,673.0,304.0,369.0,4.222222222222222,4.128834355828221,3.2688172043010755,5.271428571428571,4.222222222222222,4.128834355828221,3.2688172043010755,5.271428571428571,1.7,1.0
Fraser,96185,10,18,8.0,10.0,83.0,85.0,184.0,103.0,79.0,1123.0,893.0,89.0,56.0,32.0,537.0,405.0,95.0,47.0,47.0,586.0,488.0,0.4444444444444444,0.5597826086956522,0.6292134831460674,0.49473684210526314,-2.0,230.0,132.0,98.0,-0.1111111111111111,1.25,1.4831460674157304,1.0315789473684212,-0.1111111111111111,1.25,1.4831460674157304,1.0315789473684212,0.8,1.0
Freeland,96238,10,19,9.0,10.0,72.0,85.0,141.0,80.0,59.0,920.0,609.0,77.0,55.0,21.0,529.0,223.0,64.0,25.0,38.0,391.0,386.0,0.47368421052631576,0.5673758865248227,0.7142857142857143,0.390625,-13.0,311.0,306.0,5.0,-0.6842105263157895,2.2056737588652484,3.9740259740259742,0.078125,-0.6842105263157895,2.2056737588652484,3.9740259740259742,0.078125,0.9,1.0
Fremont,95824,10,13,3.0,10.0,33.0,72.0,121.0,56.0,64.0,635.0,686.0,59.0,29.0,29.0,309.0,323.0,62.0,27.0,35.0,326.0,363.0,0.23076923076923078,0.4628099173553719,0.4915254237288136,0.43548387096774194,-39.0,-51.0,-14.0,-37.0,-3.0,-0.4214876033057851,-0.23728813559322035,-0.5967741935483871,-3.0,-0.4214876033057851,-0.23728813559322035,-0.5967741935483871,0.3,1.0
Fruitport,96168,10,22,12.0,10.0,113.0,97.0,71.0,35.0,36.0,366.0,356.0,32.0,19.0,13.0,164.0,137.0,39.0,16.0,23.0,202.0,219.0,0.5454545454545454,0.49295774647887325,0.59375,0.41025641025641024,16.0,10.0,27.0,-17.0,0.7272727272727273,0.14084507042253522,0.84375,-0.4358974358974359,0.7272727272727273,0.14084507042253522,0.84375,-0.4358974358974359,1.2,1.0
Fulton,96222,9,14,5.0,9.0,60.0,75.0,126.0,36.0,88.0,543.0,985.0,63.0,19.0,42.0,258.0,505.0,63.0,17.0,46.0,285.0,480.0,0.35714285714285715,0.2857142857142857,0.30158730158730157,0.2698412698412698,-15.0,-442.0,-247.0,-195.0,-1.0714285714285714,-3.507936507936508,-3.9206349206349205,-3.0952380952380953,-1.0714285714285714,-3.507936507936508,-3.9206349206349205,-3.0952380952380953,0.5555555555555556,1.0
Galesburg-Augusta,95814,10,12,3.0,10.0,28.0,60.0,131.0,66.0,61.0,799.0,741.0,70.0,41.0,27.0,427.0,385.0,61.0,25.0,34.0,372.0,356.0,0.25,0.5038167938931297,0.5857142857142857,0.4098360655737705,-32.0,58.0,42.0,16.0,-2.6666666666666665,0.44274809160305345,0.6,0.26229508196721313,-2.6666666666666665,0.44274809160305345,0.6,0.26229508196721313,0.3,1.0
Garden City,96243,10,15,5.0,10.0,79.0,88.0,133.0,89.0,41.0,1154.0,526.0,61.0,48.0,12.0,572.0,226.0,72.0,41.0,29.0,582.0,300.0,0.3333333333333333,0.6691729323308271,0.7868852459016393,0.5694444444444444,-9.0,628.0,346.0,282.0,-0.6,4.7218045112781954,5.672131147540983,3.9166666666666665,-0.6,4.7218045112781954,5.672131147540983,3.9166666666666665,0.5,1.0
Gaylord,95885,10,15,5.0,10.0,61.0,85.0,86.0,31.0,53.0,431.0,563.0,31.0,18.0,12.0,234.0,208.0,55.0,13.0,41.0,197.0,355.0,0.3333333333333333,0.36046511627906974,0.5806451612903226,0.23636363636363636,-24.0,-132.0,26.0,-158.0,-1.6,-1.5348837209302326,0.8387096774193549,-2.8727272727272726,-1.6,-1.5348837209302326,0.8387096774193549,-2.8727272727272726,0.5,1.0
Gaylord St Mary,95924,10,40,30.0,10.0,353.0,167.0,85.0,63.0,21.0,723.0,274.0,37.0,26.0,11.0,292.0,109.0,48.0,37.0,10.0,431.0,165.0,0.75,0.7411764705882353,0.7027027027027027,0.7708333333333334,186.0,449.0,183.0,266.0,4.65,5.2823529411764705,4.945945945945946,5.541666666666667,4.65,5.2823529411764705,4.945945945945946,5.541666666666667,3.0,1.0
Genesee,96083,10,10,0.0,10.0,34.0,126.0,85.0,28.0,55.0,384.0,732.0,42.0,19.0,21.0,235.0,274.0,43.0,9.0,34.0,149.0,458.0,0.0,0.32941176470588235,0.4523809523809524,0.20930232558139536,-92.0,-348.0,-39.0,-309.0,-9.2,-4.094117647058823,-0.9285714285714286,-7.186046511627907,-9.2,-4.094117647058823,-0.9285714285714286,-7.186046511627907,0.0,1.0
Genesee Christian,96300,10,18,8.0,10.0,113.0,141.0,59.0,20.0,38.0,353.0,446.0,26.0,10.0,16.0,166.0,185.0,33.0,10.0,22.0,187.0,261.0,0.4444444444444444,0.3389830508474576,0.38461538461538464,0.30303030303030304,-28.0,-93.0,-19.0,-74.0,-1.5555555555555556,-1.576271186440678,-0.7307692307692307,-2.242424242424242,-1.5555555555555556,-1.576271186440678,-0.7307692307692307,-2.242424242424242,0.8,1.0
Gibraltar Carlson,96242,10,17,7.0,10.0,45.0,61.0,154.0,67.0,86.0,780.0,821.0,85.0,44.0,40.0,480.0,408.0,69.0,23.0,46.0,300.0,413.0,0.4117647058823529,0.43506493506493504,0.5176470588235295,0.3333333333333333,-16.0,-41.0,72.0,-113.0,-0.9411764705882353,-0.2662337662337662,0.8470588235294118,-1.6376811594202898,-0.9411764705882353,-0.2662337662337662,0.8470588235294118,-1.6376811594202898,0.7,1.0
Gladstone,495602,9,45,36.0,9.0,315.0,126.0,126.0,97.0,28.0,970.0,401.0,52.0,42.0,10.0,442.0,165.0,74.0,55.0,18.0,528.0,236.0,0.8,0.7698412698412699,0.8076923076923077,0.7432432432432432,189.0,569.0,277.0,292.0,4.2,4.515873015873016,5.326923076923077,3.945945945945946,4.2,4.515873015873016,5.326923076923077,3.945945945945946,4.0,1.0
Gladwin,95796,10,26,16.0,10.0,128.0,111.0,89.0,56.0,30.0,624.0,395.0,40.0,29.0,9.0,305.0,143.0,49.0,27.0,21.0,319.0,252.0,0.6153846153846154,0.6292134831460674,0.725,0.5510204081632653,17.0,229.0,162.0,67.0,0.6538461538461539,2.5730337078651684,4.05,1.3673469387755102,0.6538461538461539,2.5730337078651684,4.05,1.3673469387755102,1.6,1.0
Gobles,95784,10,21,11.0,10.0,140.0,113.0,60.0,35.0,25.0,511.0,344.0,28.0,13.0,15.0,188.0,204.0,32.0,22.0,10.0,323.0,140.0,0.5238095238095238,0.5833333333333334,0.4642857142857143,0.6875,27.0,167.0,-16.0,183.0,1.2857142857142858,2.783333333333333,-0.5714285714285714,5.71875,1.2857142857142858,2.783333333333333,-0.5714285714285714,5.71875,1.1,1.0
Goodrich,96286,10,25,15.0,10.0,133.0,76.0,133.0,87.0,46.0,949.0,562.0,64.0,47.0,17.0,461.0,239.0,69.0,40.0,29.0,488.0,323.0,0.6,0.6541353383458647,0.734375,0.5797101449275363,57.0,387.0,222.0,165.0,2.28,2.9097744360902253,3.46875,2.391304347826087,2.28,2.9097744360902253,3.46875,2.391304347826087,1.5,1.0
Grand Blanc,95795,10,30,21.0,9.0,151.0,82.0,145.0,59.0,83.0,723.0,813.0,70.0,30.0,39.0,321.0,379.0,75.0,29.0,44.0,402.0,434.0,0.7,0.4068965517241379,0.42857142857142855,0.38666666666666666,69.0,-90.0,-58.0,-32.0,2.3,-0.6206896551724138,-0.8285714285714286,-0.4266666666666667,2.3,-0.6206896551724138,-0.8285714285714286,-0.4266666666666667,2.1,0.9
Grand Haven,95954,10,22,12.0,10.0,107.0,88.0,125.0,61.0,64.0,530.0,561.0,61.0,34.0,27.0,258.0,259.0,64.0,27.0,37.0,272.0,302.0,0.5454545454545454,0.488,0.5573770491803278,0.421875,19.0,-31.0,-1.0,-30.0,0.8636363636363636,-0.248,-0.01639344262295082,-0.46875,0.8636363636363636,-0.248,-0.01639344262295082,-0.46875,1.2,1.0
Grand Ledge,96128,10,37,27.0,10.0,220.0,100.0,258.0,201.0,55.0,2047.0,710.0,139.0,115.0,24.0,1148.0,369.0,119.0,86.0,31.0,899.0,341.0,0.7297297297297297,0.7790697674418605,0.8273381294964028,0.7226890756302521,120.0,1337.0,779.0,558.0,3.2432432432432434,5.182170542635659,5.60431654676259,4.689075630252101,3.2432432432432434,5.182170542635659,5.60431654676259,4.689075630252101,2.7,1.0
Grand Rapids Catholic Central,96130,10,31,21.0,10.0,171.0,119.0,138.0,81.0,54.0,852.0,639.0,71.0,48.0,22.0,490.0,293.0,67.0,33.0,32.0,362.0,346.0,0.6774193548387096,0.5869565217391305,0.676056338028169,0.4925373134328358,52.0,213.0,197.0,16.0,1.6774193548387097,1.5434782608695652,2.7746478873239435,0.23880597014925373,1.6774193548387097,1.5434782608695652,2.7746478873239435,0.23880597014925373,2.1,1.0
Grand Rapids Christian,96197,10,43,35.0,8.0,286.0,94.0,136.0,86.0,50.0,930.0,615.0,77.0,52.0,25.0,521.0,329.0,59.0,34.0,25.0,409.0,286.0,0.813953488372093,0.6323529411764706,0.6753246753246753,0.576271186440678,192.0,315.0,192.0,123.0,4.465116279069767,2.3161764705882355,2.4935064935064934,2.0847457627118646,4.465116279069767,2.3161764705882355,2.4935064935064934,2.0847457627118646,3.5,0.8
Grand Rapids Covenant Christian,95836,10,23,13.0,10.0,100.0,95.0,70.0,30.0,40.0,344.0,392.0,42.0,20.0,22.0,198.0,210.0,28.0,10.0,18.0,146.0,182.0,0.5652173913043478,0.42857142857142855,0.47619047619047616,0.35714285714285715,5.0,-48.0,-12.0,-36.0,0.21739130434782608,-0.6857142857142857,-0.2857142857142857,-1.2857142857142858,0.21739130434782608,-0.6857142857142857,-0.2857142857142857,-1.2857142857142858,1.3,1.0
Grand Rapids Creston,96263,2,2,0.0,2.0,0.0,20.0,7.0,0.0,7.0,11.0,98.0,2.0,0.0,2.0,1.0,34.0,5.0,0.0,5.0,10.0,64.0,0.0,0.0,0.0,0.0,-20.0,-87.0,-33.0,-54.0,-10.0,-12.428571428571429,-16.5,-10.8,-10.0,-12.428571428571429,-16.5,-10.8,0.0,1.0
Grand Rapids Forest Hills Central,96063,10,23,13.0,10.0,102.0,89.0,107.0,58.0,49.0,635.0,537.0,59.0,34.0,25.0,380.0,314.0,48.0,24.0,24.0,255.0,223.0,0.5652173913043478,0.5420560747663551,0.576271186440678,0.5,13.0,98.0,66.0,32.0,0.5652173913043478,0.9158878504672897,1.11864406779661,0.6666666666666666,0.5652173913043478,0.9158878504672897,1.11864406779661,0.6666666666666666,1.3,1.0
Grand Rapids Forest Hills Eastern,95991,4,4,0.0,4.0,16.0,24.0,21.0,6.0,14.0,87.0,143.0,7.0,1.0,5.0,19.0,32.0,14.0,5.0,9.0,68.0,111.0,0.0,0.2857142857142857,0.14285714285714285,0.35714285714285715,-8.0,-56.0,-13.0,-43.0,-2.0,-2.6666666666666665,-1.8571428571428572,-3.0714285714285716,-2.0,-2.6666666666666665,-1.8571428571428572,-3.0714285714285716,0.0,1.0
Grand Rapids Forest Hills Northern,96187,10,26,16.0,10.0,134.0,113.0,97.0,51.0,46.0,562.0,540.0,42.0,25.0,17.0,277.0,208.0,55.0,26.0,29.0,285.0,332.0,0.6153846153846154,0.5257731958762887,0.5952380952380952,0.4727272727272727,21.0,22.0,69.0,-47.0,0.8076923076923077,0.2268041237113402,1.6428571428571428,-0.8545454545454545,0.8076923076923077,0.2268041237113402,1.6428571428571428,-0.8545454545454545,1.6,1.0
Grand Rapids Kenowa Hills,96055,10,23,13.0,10.0,131.0,91.0,138.0,101.0,37.0,1084.0,478.0,72.0,55.0,17.0,612.0,238.0,66.0,46.0,20.0,472.0,240.0,0.5652173913043478,0.7318840579710145,0.7638888888888888,0.696969696969697,40.0,606.0,374.0,232.0,1.7391304347826086,4.391304347826087,5.194444444444445,3.515151515151515,1.7391304347826086,4.391304347826087,5.194444444444445,3.515151515151515,1.3,1.0
Grand Rapids NorthPointe Christian,95951,10,21,11.0,10.0,98.0,89.0,107.0,80.0,25.0,849.0,367.0,52.0,40.0,11.0,410.0,172.0,55.0,40.0,14.0,439.0,195.0,0.5238095238095238,0.7476635514018691,0.7692307692307693,0.7272727272727273,9.0,482.0,238.0,244.0,0.42857142857142855,4.5046728971962615,4.576923076923077,4.4363636363636365,0.42857142857142855,4.5046728971962615,4.576923076923077,4.4363636363636365,1.1,1.0
Grand Rapids Northview,95957,10,14,4.0,10.0,48.0,57.0,135.0,73.0,62.0,844.0,747.0,66.0,39.0,27.0,413.0,381.0,69.0,34.0,35.0,431.0,366.0,0.2857142857142857,0.5407407407407407,0.5909090909090909,0.4927536231884058,-9.0,97.0,32.0,65.0,-0.6428571428571429,0.7185185185185186,0.48484848484848486,0.9420289855072463,-0.6428571428571429,0.7185185185185186,0.48484848484848486,0.9420289855072463,0.4,1.0
Grand Rapids Ottawa Hills,96216,7,7,0.0,7.0,7.0,117.0,35.0,0.0,35.0,56.0,518.0,14.0,0.0,14.0,24.0,250.0,21.0,0.0,21.0,32.0,268.0,0.0,0.0,0.0,0.0,-110.0,-462.0,-226.0,-236.0,-15.714285714285714,-13.2,-16.142857142857142,-11.238095238095237,-15.714285714285714,-13.2,-16.142857142857142,-11.238095238095237,0.0,1.0
Grand Rapids South Christian,95937,10,26,16.0,10.0,128.0,95.0,91.0,49.0,41.0,487.0,406.0,35.0,21.0,13.0,214.0,170.0,56.0,28.0,28.0,273.0,236.0,0.6153846153846154,0.5384615384615384,0.6,0.5,33.0,81.0,44.0,37.0,1.2692307692307692,0.8901098901098901,1.2571428571428571,0.6607142857142857,1.2692307692307692,0.8901098901098901,1.2571428571428571,0.6607142857142857,1.6,1.0
Grand Rapids Union,96234,10,10,0.0,10.0,6.0,94.0,175.0,55.0,120.0,734.0,1431.0,97.0,39.0,58.0,450.0,705.0,78.0,16.0,62.0,284.0,726.0,0.0,0.3142857142857143,0.4020618556701031,0.20512820512820512,-88.0,-697.0,-255.0,-442.0,-8.8,-3.9828571428571427,-2.6288659793814433,-5.666666666666667,-8.8,-3.9828571428571427,-2.6288659793814433,-5.666666666666667,0.0,1.0
Grand Rapids West Catholic,96093,10,35,25.0,10.0,245.0,84.0,111.0,67.0,43.0,669.0,464.0,51.0,32.0,18.0,325.0,203.0,60.0,35.0,25.0,344.0,261.0,0.7142857142857143,0.6036036036036037,0.6274509803921569,0.5833333333333334,161.0,205.0,122.0,83.0,4.6,1.8468468468468469,2.392156862745098,1.3833333333333333,4.6,1.8468468468468469,2.392156862745098,1.3833333333333333,2.5,1.0
Grand Rapids West Michigan Aviation Academy,1840977,6,6,0.0,6.0,5.0,60.0,69.0,53.0,16.0,577.0,262.0,22.0,14.0,8.0,162.0,103.0,47.0,39.0,8.0,415.0,159.0,0.0,0.7681159420289855,0.6363636363636364,0.8297872340425532,-55.0,315.0,59.0,256.0,-9.166666666666666,4.565217391304348,2.6818181818181817,5.446808510638298,-9.166666666666666,4.565217391304348,2.6818181818181817,5.446808510638298,0.0,1.0
Grandville,96159,10,29,19.0,10.0,149.0,94.0,97.0,63.0,34.0,558.0,361.0,55.0,35.0,20.0,307.0,219.0,42.0,28.0,14.0,251.0,142.0,0.6551724137931034,0.6494845360824743,0.6363636363636364,0.6666666666666666,55.0,197.0,88.0,109.0,1.896551724137931,2.0309278350515463,1.6,2.5952380952380953,1.896551724137931,2.0309278350515463,1.6,2.5952380952380953,1.9,1.0
Grandville Calvin Christian,95829,10,32,22.0,10.0,207.0,106.0,167.0,117.0,49.0,1328.0,660.0,87.0,62.0,25.0,644.0,378.0,80.0,55.0,24.0,684.0,282.0,0.6875,0.7005988023952096,0.7126436781609196,0.6875,101.0,668.0,266.0,402.0,3.15625,4.0,3.057471264367816,5.025,3.15625,4.0,3.057471264367816,5.025,2.2,1.0
Grant,96251,10,12,2.0,10.0,23.0,89.0,91.0,21.0,68.0,332.0,747.0,43.0,9.0,32.0,158.0,347.0,48.0,12.0,36.0,174.0,400.0,0.16666666666666666,0.23076923076923078,0.20930232558139536,0.25,-66.0,-415.0,-189.0,-226.0,-5.5,-4.56043956043956,-4.395348837209302,-4.708333333333333,-5.5,-4.56043956043956,-4.395348837209302,-4.708333333333333,0.2,1.0
Grass Lake,95986,10,17,7.0,10.0,84.0,84.0,126.0,67.0,58.0,773.0,704.0,68.0,37.0,30.0,425.0,363.0,58.0,30.0,28.0,348.0,341.0,0.4117647058823529,0.5317460317460317,0.5441176470588235,0.5172413793103449,0.0,69.0,62.0,7.0,0.0,0.5476190476190477,0.9117647058823529,0.1206896551724138,0.0,0.5476190476190477,0.9117647058823529,0.1206896551724138,0.7,1.0
Grayling,96059,10,17,7.0,10.0,73.0,85.0,114.0,71.0,40.0,688.0,545.0,60.0,41.0,18.0,411.0,269.0,54.0,30.0,22.0,277.0,276.0,0.4117647058823529,0.6228070175438597,0.6833333333333333,0.5555555555555556,-12.0,143.0,142.0,1.0,-0.7058823529411765,1.2543859649122806,2.3666666666666667,0.018518518518518517,-0.7058823529411765,1.2543859649122806,2.3666666666666667,0.018518518518518517,0.7,1.0
Greenville,95891,10,12,2.0,10.0,26.0,89.0,166.0,53.0,112.0,767.0,1277.0,62.0,25.0,37.0,305.0,466.0,104.0,28.0,75.0,462.0,811.0,0.16666666666666666,0.3192771084337349,0.4032258064516129,0.2692307692307692,-63.0,-510.0,-161.0,-349.0,-5.25,-3.072289156626506,-2.596774193548387,-3.355769230769231,-5.25,-3.072289156626506,-2.596774193548387,-3.355769230769231,0.2,1.0
Grosse Ile,95731,10,21,11.0,10.0,77.0,85.0,105.0,44.0,60.0,543.0,652.0,52.0,25.0,26.0,271.0,322.0,53.0,19.0,34.0,272.0,330.0,0.5238095238095238,0.41904761904761906,0.4807692307692308,0.3584905660377358,-8.0,-109.0,-51.0,-58.0,-0.38095238095238093,-1.0380952380952382,-0.9807692307692307,-1.0943396226415094,-0.38095238095238093,-1.0380952380952382,-0.9807692307692307,-1.0943396226415094,1.1,1.0
